dsID,region,indID,period,value,is_number,source
fts,COG,FY550,2000,0.0,1,""
fts,COG,FY620,2000,0.0,1,""
fts,COG,FY630,2000,5532946.0,1,""
fts,COG,FY240,2001,0.0,1,""
fts,COG,FY360,2001,0.0,1,""
fts,COG,FY370,2001,0.0,1,""
fts,COG,FY380,2001,0.0,1,""
fts,COG,FY500,2001,0.0,1,""
fts,COG,FY510,2001,0.0,1,""
fts,COG,FY520,2001,0.0,1,""
fts,COG,FY540,2001,0.0,1,""
fts,COG,FY550,2001,0.0,1,""
fts,COG,FY620,2001,0.0,1,""
fts,COG,FY630,2001,15744828.0,1,""
fts,COG,FY240,2002,0.0,1,""
fts,COG,FY360,2002,0.0,1,""
fts,COG,FY370,2002,0.0,1,""
fts,COG,FY380,2002,0.0,1,""
fts,COG,FY500,2002,0.0,1,""
fts,COG,FY510,2002,0.0,1,""
fts,COG,FY520,2002,0.0,1,""
fts,COG,FY540,2002,0.0,1,""
fts,COG,FY550,2002,0.0,1,""
fts,COG,FY620,2002,0.0,1,""
fts,COG,FY630,2002,15390358.0,1,""
fts,COG,FY240,2003,0.0,1,""
fts,COG,FY360,2003,0.0,1,""
fts,COG,FY370,2003,0.0,1,""
fts,COG,FY380,2003,0.0,1,""
fts,COG,FY500,2003,0.0,1,""
fts,COG,FY510,2003,0.0,1,""
fts,COG,FY520,2003,0.0,1,""
fts,COG,FY540,2003,0.0,1,""
fts,COG,FY550,2003,0.0,1,""
fts,COG,FY620,2003,0.0,1,""
fts,COG,FY630,2003,26248489.0,1,""
fts,COG,FY240,2004,0.0,1,""
fts,COG,FY360,2004,0.0,1,""
fts,COG,FY370,2004,0.0,1,""
fts,COG,FY380,2004,0.0,1,""
fts,COG,FY500,2004,0.0,1,""
fts,COG,FY510,2004,0.0,1,""
fts,COG,FY520,2004,0.0,1,""
fts,COG,FY540,2004,0.0,1,""
fts,COG,FY550,2004,0.0,1,""
fts,COG,FY620,2004,0.0,1,""
fts,COG,FY630,2004,5460948.0,1,""
fts,COG,FY240,2005,0.0,1,""
fts,COG,FY360,2005,0.0,1,""
fts,COG,FY370,2005,0.0,1,""
fts,COG,FY380,2005,0.0,1,""
fts,COG,FY500,2005,0.0,1,""
fts,COG,FY510,2005,0.0,1,""
fts,COG,FY520,2005,0.0,1,""
fts,COG,FY540,2005,0.0,1,""
fts,COG,FY550,2005,0.0,1,""
fts,COG,FY620,2005,0.0,1,""
fts,COG,FY630,2005,10161596.0,1,""
fts,COG,FY240,2006,2000000.0,1,""
fts,COG,FY360,2006,0.00785665087927669,1,""
fts,COG,FY370,2006,0.130919586375277,1,""
fts,COG,FY380,2006,0.0,1,""
fts,COG,FY500,2006,0.0,1,""
fts,COG,FY510,2006,0.0,1,""
fts,COG,FY520,2006,0.0,1,""
fts,COG,FY540,2006,0.0,1,""
fts,COG,FY550,2006,0.0,1,""
fts,COG,FY620,2006,2000000.0,1,""
fts,COG,FY630,2006,15276553.0,1,""
fts,COG,FY240,2007,1981672.0,1,""
fts,COG,FY360,2007,0.00558424612005299,1,""
fts,COG,FY370,2007,0.144520002231606,1,""
fts,COG,FY380,2007,0.0,1,""
fts,COG,FY500,2007,0.0,1,""
fts,COG,FY510,2007,0.0,1,""
fts,COG,FY520,2007,0.0,1,""
fts,COG,FY540,2007,0.0,1,""
fts,COG,FY550,2007,0.0,1,""
fts,COG,FY620,2007,1981672.0,1,""
fts,COG,FY630,2007,13712095.0,1,""
fts,COG,FY240,2008,2011654.0,1,""
fts,COG,FY360,2008,0.00471821349477584,1,""
fts,COG,FY370,2008,0.962389547761772,1,""
fts,COG,FY380,2008,0.0,1,""
fts,COG,FY500,2008,0.0,1,""
fts,COG,FY510,2008,0.0,1,""
fts,COG,FY520,2008,0.0,1,""
fts,COG,FY540,2008,0.0,1,""
fts,COG,FY550,2008,0.0,1,""
fts,COG,FY620,2008,2011654.0,1,""
fts,COG,FY630,2008,2090270.0,1,""
fts,COG,FY240,2009,7948987.0,1,""
fts,COG,FY360,2009,0.0199887165786113,1,""
fts,COG,FY370,2009,0.916281116751281,1,""
fts,COG,FY380,2009,0.0,1,""
fts,COG,FY500,2009,0.0,1,""
fts,COG,FY510,2009,0.0,1,""
fts,COG,FY520,2009,0.0,1,""
fts,COG,FY540,2009,0.0,1,""
fts,COG,FY550,2009,0.0,1,""
fts,COG,FY620,2009,7948987.0,1,""
fts,COG,FY630,2009,8675271.0,1,""
fts,COG,FY240,2010,4888290.0,1,""
fts,COG,FY360,2010,0.011220288534041,1,""
fts,COG,FY370,2010,0.122807252463542,1,""
fts,COG,FY380,2010,0.0,1,""
fts,COG,FY500,2010,0.0,1,""
fts,COG,FY510,2010,0.0,1,""
fts,COG,FY520,2010,0.0,1,""
fts,COG,FY540,2010,0.0,1,""
fts,COG,FY550,2010,0.0,1,""
fts,COG,FY620,2010,4888290.0,1,""
fts,COG,FY630,2010,39804571.0,1,""
fts,COG,FY240,2011,1395954.0,1,""
fts,COG,FY360,2011,0.00327567993600105,1,""
fts,COG,FY370,2011,0.184170401759334,1,""
fts,COG,FY380,2011,0.0,1,""
fts,COG,FY500,2011,0.0,1,""
fts,COG,FY510,2011,0.0,1,""
fts,COG,FY520,2011,0.0,1,""
fts,COG,FY540,2011,0.0,1,""
fts,COG,FY550,2011,0.0,1,""
fts,COG,FY620,2011,1395954.0,1,""
fts,COG,FY630,2011,7579687.0,1,""
fts,COG,FY240,2012,10918177.0,1,""
fts,COG,FY360,2012,0.0227002096614593,1,""
fts,COG,FY370,2012,0.562021674185905,1,""
fts,COG,FY380,2012,0.0,1,""
fts,COG,FY500,2012,0.0,1,""
fts,COG,FY510,2012,0.0,1,""
fts,COG,FY520,2012,0.0,1,""
fts,COG,FY540,2012,0.0,1,""
fts,COG,FY550,2012,0.0,1,""
fts,COG,FY620,2012,10918177.0,1,""
fts,COG,FY630,2012,19426612.0,1,""
fts,COG,FY240,2013,751772.0,1,""
fts,COG,FY360,2013,0.00153855230216529,1,""
fts,COG,FY370,2013,0.220421114420059,1,""
fts,COG,FY380,2013,0.0,1,""
fts,COG,FY500,2013,0.0,1,""
fts,COG,FY510,2013,0.0,1,""
fts,COG,FY520,2013,0.0,1,""
fts,COG,FY540,2013,0.0,1,""
fts,COG,FY550,2013,0.0,1,""
fts,COG,FY620,2013,751772.0,1,""
fts,COG,FY630,2013,3410617.0,1,""
fts,COG,FY240,2014,1976848.0,1,""
fts,COG,FY360,2014,0.00532291319929306,1,""
fts,COG,FY370,2014,0.499077758607544,1,""
fts,COG,FY380,2014,0.0,1,""
fts,COG,FY500,2014,0.0,1,""
fts,COG,FY510,2014,0.0,1,""
fts,COG,FY520,2014,0.0,1,""
fts,COG,FY540,2014,0.0,1,""
fts,COG,FY550,2014,0.0,1,""
fts,COG,FY620,2014,1976848.0,1,""
fts,COG,FY630,2014,3961002.0,1,""
fts,COG,FY240,2015,0.0,1,""
fts,COG,FY360,2015,0.0,1,""
fts,COG,FY370,2015,0.0,1,""
fts,COG,FY380,2015,0.0,1,""
fts,COG,FY500,2015,0.0,1,""
fts,COG,FY510,2015,0.0,1,""
fts,COG,FY520,2015,0.0,1,""
fts,COG,FY540,2015,0.0,1,""
fts,COG,FY550,2015,0.0,1,""
fts,COG,FY620,2015,0.0,1,""
fts,COG,FY630,2015,0.0,1,""
fts,COK,FY010,1999,0.0,1,""
fts,COK,FY020,1999,0.0,1,""
fts,COK,FY040,1999,0.0,1,""
fts,COK,FA010,1999,0.0,1,""
fts,COK,FA140,1999,0.0,1,""
fts,COK,FY010,2000,0.0,1,""
fts,COK,FY020,2000,0.0,1,""
fts,COK,FY040,2000,0.0,1,""
fts,COK,FA010,2000,0.0,1,""
fts,COK,FA140,2000,0.0,1,""
fts,COK,FY010,2001,0.0,1,""
fts,COK,FY020,2001,0.0,1,""
fts,COK,FY040,2001,0.0,1,""
fts,COK,FA010,2001,0.0,1,""
fts,COK,FA140,2001,0.0,1,""
fts,COK,FY010,2002,0.0,1,""
fts,COK,FY020,2002,0.0,1,""
fts,COK,FY040,2002,0.0,1,""
fts,COK,FA010,2002,0.0,1,""
fts,COK,FA140,2002,0.0,1,""
fts,COK,FY010,2003,0.0,1,""
fts,COK,FY020,2003,0.0,1,""
fts,COK,FY040,2003,0.0,1,""
fts,COK,FA010,2003,0.0,1,""
fts,COK,FA140,2003,0.0,1,""
fts,COK,FY010,2004,0.0,1,""
fts,COK,FY020,2004,0.0,1,""
fts,COK,FY040,2004,0.0,1,""
fts,COK,FA010,2004,0.0,1,""
fts,COK,FA140,2004,0.0,1,""
fts,COK,FY010,2005,0.0,1,""
fts,COK,FY020,2005,0.0,1,""
fts,COK,FY040,2005,0.0,1,""
fts,COK,FA010,2005,0.0,1,""
fts,COK,FA140,2005,0.0,1,""
fts,COK,FY010,2006,0.0,1,""
fts,COK,FY020,2006,0.0,1,""
fts,COK,FY040,2006,0.0,1,""
fts,COK,FA010,2006,0.0,1,""
fts,COK,FA140,2006,0.0,1,""
fts,COK,FY010,2007,0.0,1,""
fts,COK,FY020,2007,0.0,1,""
fts,COK,FY040,2007,0.0,1,""
fts,COK,FA010,2007,0.0,1,""
fts,COK,FA140,2007,0.0,1,""
fts,COK,FY010,2008,0.0,1,""
fts,COK,FY020,2008,0.0,1,""
fts,COK,FY040,2008,0.0,1,""
fts,COK,FA010,2008,0.0,1,""
fts,COK,FA140,2008,0.0,1,""
fts,COK,FY010,2009,0.0,1,""
fts,COK,FY020,2009,0.0,1,""
fts,COK,FY040,2009,0.0,1,""
fts,COK,FA010,2009,0.0,1,""
fts,COK,FA140,2009,0.0,1,""
fts,COK,FY010,2010,0.0,1,""
fts,COK,FY020,2010,0.0,1,""
fts,COK,FY040,2010,0.0,1,""
fts,COK,FA010,2010,0.0,1,""
fts,COK,FA140,2010,0.0,1,""
fts,COK,FY010,2011,0.0,1,""
fts,COK,FY020,2011,0.0,1,""
fts,COK,FY040,2011,0.0,1,""
fts,COK,FA010,2011,0.0,1,""
fts,COK,FA140,2011,0.0,1,""
fts,COK,FY010,2012,0.0,1,""
fts,COK,FY020,2012,0.0,1,""
fts,COK,FY040,2012,0.0,1,""
fts,COK,FA010,2012,0.0,1,""
fts,COK,FA140,2012,0.0,1,""
fts,COK,FY010,2013,0.0,1,""
fts,COK,FY020,2013,0.0,1,""
fts,COK,FY040,2013,0.0,1,""
fts,COK,FA010,2013,0.0,1,""
fts,COK,FA140,2013,0.0,1,""
fts,COK,FY010,2014,0.0,1,""
fts,COK,FY020,2014,0.0,1,""
fts,COK,FY040,2014,0.0,1,""
fts,COK,FA010,2014,0.0,1,""
fts,COK,FA140,2014,0.0,1,""
fts,COK,FY010,2015,0.0,1,""
fts,COK,FY020,2015,0.0,1,""
fts,COK,FY040,2015,0.0,1,""
fts,COK,FA010,2015,0.0,1,""
fts,COK,FA140,2015,0.0,1,""
fts,COK,FY190,1999,0.0,1,""
fts,COK,FY200,1999,0.0,1,""
fts,COK,FY210,1999,0.0,1,""
fts,COK,FY190,2000,0.0,1,""
fts,COK,FY200,2000,0.0,1,""
fts,COK,FY210,2000,0.0,1,""
fts,COK,FY190,2001,0.0,1,""
fts,COK,FY200,2001,0.0,1,""
fts,COK,FY210,2001,0.0,1,""
fts,COK,FY190,2002,0.0,1,""
fts,COK,FY200,2002,0.0,1,""
fts,COK,FY210,2002,0.0,1,""
fts,COK,FY190,2003,0.0,1,""
fts,COK,FY200,2003,0.0,1,""
fts,COK,FY210,2003,0.0,1,""
fts,COK,FY190,2004,0.0,1,""
fts,COK,FY200,2004,0.0,1,""
fts,COK,FY210,2004,0.0,1,""
fts,COK,FY190,2005,0.0,1,""
fts,COK,FY200,2005,0.0,1,""
fts,COK,FY210,2005,0.0,1,""
fts,COK,FY190,2006,0.0,1,""
fts,COK,FY200,2006,0.0,1,""
fts,COK,FY210,2006,0.0,1,""
fts,COK,FY190,2007,0.0,1,""
fts,COK,FY200,2007,0.0,1,""
fts,COK,FY210,2007,0.0,1,""
fts,COK,FY190,2008,0.0,1,""
fts,COK,FY200,2008,0.0,1,""
fts,COK,FY210,2008,0.0,1,""
fts,COK,FY190,2009,0.0,1,""
fts,COK,FY200,2009,0.0,1,""
fts,COK,FY210,2009,0.0,1,""
fts,COK,FY190,2010,0.0,1,""
fts,COK,FY200,2010,0.0,1,""
fts,COK,FY210,2010,0.0,1,""
fts,COK,FY190,2011,0.0,1,""
fts,COK,FY200,2011,0.0,1,""
fts,COK,FY210,2011,0.0,1,""
fts,COK,FY190,2012,0.0,1,""
fts,COK,FY200,2012,0.0,1,""
fts,COK,FY210,2012,0.0,1,""
fts,COK,FY190,2013,0.0,1,""
fts,COK,FY200,2013,0.0,1,""
fts,COK,FY210,2013,0.0,1,""
fts,COK,FY190,2014,0.0,1,""
fts,COK,FY200,2014,0.0,1,""
fts,COK,FY210,2014,0.0,1,""
fts,COK,FY190,2015,0.0,1,""
fts,COK,FY200,2015,0.0,1,""
fts,COK,FY210,2015,0.0,1,""
fts,COK,FY240,1999,0.0,1,""
fts,COK,FY360,1999,0.0,1,""
fts,COK,FY370,1999,0.0,1,""
fts,COK,FY380,1999,0.0,1,""
fts,COK,FY500,1999,0.0,1,""
fts,COK,FY510,1999,0.0,1,""
fts,COK,FY520,1999,0.0,1,""
fts,COK,FY540,1999,0.0,1,""
fts,COK,FY550,1999,0.0,1,""
fts,COK,FY620,1999,0.0,1,""
fts,COK,FY630,1999,0.0,1,""
fts,COK,FY240,2000,0.0,1,""
fts,COK,FY360,2000,0.0,1,""
fts,COK,FY370,2000,0.0,1,""
fts,COK,FY380,2000,0.0,1,""
fts,COK,FY500,2000,0.0,1,""
fts,COK,FY510,2000,0.0,1,""
fts,COK,FY520,2000,0.0,1,""
fts,COK,FY540,2000,0.0,1,""
fts,COK,FY550,2000,0.0,1,""
fts,COK,FY620,2000,0.0,1,""
fts,COK,FY630,2000,0.0,1,""
fts,COK,FY240,2001,0.0,1,""
fts,COK,FY360,2001,0.0,1,""
fts,COK,FY370,2001,0.0,1,""
fts,COK,FY380,2001,0.0,1,""
fts,COK,FY500,2001,0.0,1,""
fts,COK,FY510,2001,0.0,1,""
fts,COK,FY520,2001,0.0,1,""
fts,COK,FY540,2001,0.0,1,""
fts,COK,FY550,2001,0.0,1,""
fts,COK,FY620,2001,0.0,1,""
fts,COK,FY630,2001,24140.0,1,""
fts,COK,FY240,2002,0.0,1,""
fts,COK,FY360,2002,0.0,1,""
fts,COK,FY370,2002,0.0,1,""
fts,COK,FY380,2002,0.0,1,""
fts,COK,FY500,2002,0.0,1,""
fts,COK,FY510,2002,0.0,1,""
fts,COK,FY520,2002,0.0,1,""
fts,COK,FY540,2002,0.0,1,""
fts,COK,FY550,2002,0.0,1,""
fts,COK,FY620,2002,0.0,1,""
fts,COK,FY630,2002,0.0,1,""
fts,COK,FY240,2003,0.0,1,""
fts,COK,FY360,2003,0.0,1,""
fts,COK,FY370,2003,0.0,1,""
fts,COK,FY380,2003,0.0,1,""
fts,COK,FY500,2003,0.0,1,""
fts,COK,FY510,2003,0.0,1,""
fts,COK,FY520,2003,0.0,1,""
fts,COK,FY540,2003,0.0,1,""
fts,COK,FY550,2003,0.0,1,""
fts,COK,FY620,2003,0.0,1,""
fts,COK,FY630,2003,0.0,1,""
fts,COK,FY240,2004,0.0,1,""
fts,COK,FY360,2004,0.0,1,""
fts,COK,FY370,2004,0.0,1,""
fts,COK,FY380,2004,0.0,1,""
fts,COK,FY500,2004,0.0,1,""
fts,COK,FY510,2004,0.0,1,""
fts,COK,FY520,2004,0.0,1,""
fts,COK,FY540,2004,0.0,1,""
fts,COK,FY550,2004,0.0,1,""
fts,COK,FY620,2004,0.0,1,""
fts,COK,FY630,2004,0.0,1,""
fts,COK,FY240,2005,0.0,1,""
fts,COK,FY360,2005,0.0,1,""
fts,COK,FY370,2005,0.0,1,""
fts,COK,FY380,2005,0.0,1,""
fts,COK,FY500,2005,0.0,1,""
fts,COK,FY510,2005,0.0,1,""
fts,COK,FY520,2005,0.0,1,""
fts,COK,FY540,2005,0.0,1,""
fts,COK,FY550,2005,0.0,1,""
fts,COK,FY620,2005,0.0,1,""
fts,COK,FY630,2005,446865.0,1,""
fts,COK,FY240,2006,0.0,1,""
fts,COK,FY360,2006,0.0,1,""
fts,COK,FY370,2006,0.0,1,""
fts,COK,FY380,2006,0.0,1,""
fts,COK,FY500,2006,0.0,1,""
fts,COK,FY510,2006,0.0,1,""
fts,COK,FY520,2006,0.0,1,""
fts,COK,FY540,2006,0.0,1,""
fts,COK,FY550,2006,0.0,1,""
fts,COK,FY620,2006,0.0,1,""
fts,COK,FY630,2006,100000.0,1,""
fts,COK,FY240,2007,0.0,1,""
fts,COK,FY360,2007,0.0,1,""
fts,COK,FY370,2007,0.0,1,""
fts,COK,FY380,2007,0.0,1,""
fts,COK,FY500,2007,0.0,1,""
fts,COK,FY510,2007,0.0,1,""
fts,COK,FY520,2007,0.0,1,""
fts,COK,FY540,2007,0.0,1,""
fts,COK,FY550,2007,0.0,1,""
fts,COK,FY620,2007,0.0,1,""
fts,COK,FY630,2007,0.0,1,""
fts,COK,FY240,2008,0.0,1,""
fts,COK,FY360,2008,0.0,1,""
fts,COK,FY370,2008,0.0,1,""
fts,COK,FY380,2008,0.0,1,""
fts,COK,FY500,2008,0.0,1,""
fts,COK,FY510,2008,0.0,1,""
fts,COK,FY520,2008,0.0,1,""
fts,COK,FY540,2008,0.0,1,""
fts,COK,FY550,2008,0.0,1,""
fts,COK,FY620,2008,0.0,1,""
fts,COK,FY630,2008,0.0,1,""
fts,COK,FY240,2009,0.0,1,""
fts,COK,FY360,2009,0.0,1,""
fts,COK,FY370,2009,0.0,1,""
fts,COK,FY380,2009,0.0,1,""
fts,COK,FY500,2009,0.0,1,""
fts,COK,FY510,2009,0.0,1,""
fts,COK,FY520,2009,0.0,1,""
fts,COK,FY540,2009,0.0,1,""
fts,COK,FY550,2009,0.0,1,""
fts,COK,FY620,2009,0.0,1,""
fts,COK,FY630,2009,0.0,1,""
fts,COK,FY240,2010,0.0,1,""
fts,COK,FY360,2010,0.0,1,""
fts,COK,FY370,2010,0.0,1,""
fts,COK,FY380,2010,0.0,1,""
fts,COK,FY500,2010,0.0,1,""
fts,COK,FY510,2010,0.0,1,""
fts,COK,FY520,2010,0.0,1,""
fts,COK,FY540,2010,0.0,1,""
fts,COK,FY550,2010,0.0,1,""
fts,COK,FY620,2010,0.0,1,""
fts,COK,FY630,2010,99300.0,1,""
fts,COK,FY240,2011,0.0,1,""
fts,COK,FY360,2011,0.0,1,""
fts,COK,FY370,2011,0.0,1,""
fts,COK,FY380,2011,0.0,1,""
fts,COK,FY500,2011,0.0,1,""
fts,COK,FY510,2011,0.0,1,""
fts,COK,FY520,2011,0.0,1,""
fts,COK,FY540,2011,0.0,1,""
fts,COK,FY550,2011,0.0,1,""
fts,COK,FY620,2011,0.0,1,""
fts,COK,FY630,2011,854974.0,1,""
fts,COK,FY240,2012,0.0,1,""
fts,COK,FY360,2012,0.0,1,""
fts,COK,FY370,2012,0.0,1,""
fts,COK,FY380,2012,0.0,1,""
fts,COK,FY500,2012,0.0,1,""
fts,COK,FY510,2012,0.0,1,""
fts,COK,FY520,2012,0.0,1,""
fts,COK,FY540,2012,0.0,1,""
fts,COK,FY550,2012,0.0,1,""
fts,COK,FY620,2012,0.0,1,""
fts,COK,FY630,2012,0.0,1,""
fts,COK,FY240,2013,0.0,1,""
fts,COK,FY360,2013,0.0,1,""
fts,COK,FY370,2013,0.0,1,""
fts,COK,FY380,2013,0.0,1,""
fts,COK,FY500,2013,0.0,1,""
fts,COK,FY510,2013,0.0,1,""
fts,COK,FY520,2013,0.0,1,""
fts,COK,FY540,2013,0.0,1,""
fts,COK,FY550,2013,0.0,1,""
fts,COK,FY620,2013,0.0,1,""
fts,COK,FY630,2013,458403.0,1,""
fts,COK,FY240,2014,0.0,1,""
fts,COK,FY360,2014,0.0,1,""
fts,COK,FY370,2014,0.0,1,""
fts,COK,FY380,2014,0.0,1,""
fts,COK,FY500,2014,0.0,1,""
fts,COK,FY510,2014,0.0,1,""
fts,COK,FY520,2014,0.0,1,""
fts,COK,FY540,2014,0.0,1,""
fts,COK,FY550,2014,0.0,1,""
fts,COK,FY620,2014,0.0,1,""
fts,COK,FY630,2014,0.0,1,""
fts,COK,FY240,2015,0.0,1,""
fts,COK,FY360,2015,0.0,1,""
fts,COK,FY370,2015,0.0,1,""
fts,COK,FY380,2015,0.0,1,""
fts,COK,FY500,2015,0.0,1,""
fts,COK,FY510,2015,0.0,1,""
fts,COK,FY520,2015,0.0,1,""
fts,COK,FY540,2015,0.0,1,""
fts,COK,FY550,2015,0.0,1,""
fts,COK,FY620,2015,0.0,1,""
fts,COK,FY630,2015,0.0,1,""
fts,CRI,FY010,1999,0.0,1,""
fts,CRI,FY020,1999,0.0,1,""
fts,CRI,FY040,1999,0.0,1,""
fts,CRI,FA010,1999,0.0,1,""
fts,CRI,FA140,1999,0.0,1,""
fts,CRI,FY010,2000,0.0,1,""
fts,CRI,FY020,2000,0.0,1,""
fts,CRI,FY040,2000,0.0,1,""
fts,CRI,FA010,2000,0.0,1,""
fts,CRI,FA140,2000,0.0,1,""
fts,CRI,FY010,2001,0.0,1,""
fts,CRI,FY020,2001,0.0,1,""
fts,CRI,FY040,2001,0.0,1,""
fts,CRI,FA010,2001,0.0,1,""
fts,CRI,FA140,2001,0.0,1,""
fts,CRI,FY010,2002,0.0,1,""
fts,CRI,FY020,2002,0.0,1,""
fts,CRI,FY040,2002,0.0,1,""
fts,CRI,FA010,2002,0.0,1,""
fts,CRI,FA140,2002,0.0,1,""
fts,CRI,FY010,2003,0.0,1,""
fts,CRI,FY020,2003,0.0,1,""
fts,CRI,FY040,2003,0.0,1,""
fts,CRI,FA010,2003,0.0,1,""
fts,CRI,FA140,2003,0.0,1,""
fts,CRI,FY010,2004,0.0,1,""
fts,CRI,FY020,2004,0.0,1,""
fts,CRI,FY040,2004,0.0,1,""
fts,CRI,FA010,2004,0.0,1,""
fts,CRI,FA140,2004,0.0,1,""
fts,CRI,FY010,2005,0.0,1,""
fts,CRI,FY020,2005,0.0,1,""
fts,CRI,FY040,2005,0.0,1,""
fts,CRI,FA010,2005,0.0,1,""
fts,CRI,FA140,2005,0.0,1,""
fts,CRI,FY010,2006,0.0,1,""
fts,CRI,FY020,2006,0.0,1,""
fts,CRI,FY040,2006,0.0,1,""
fts,CRI,FA010,2006,0.0,1,""
fts,CRI,FA140,2006,0.0,1,""
fts,CRI,FY010,2007,0.0,1,""
fts,CRI,FY020,2007,0.0,1,""
fts,CRI,FY040,2007,0.0,1,""
fts,CRI,FA010,2007,0.0,1,""
fts,CRI,FA140,2007,0.0,1,""
fts,CRI,FY010,2008,0.0,1,""
fts,CRI,FY020,2008,0.0,1,""
fts,CRI,FY040,2008,0.0,1,""
fts,CRI,FA010,2008,0.0,1,""
fts,CRI,FA140,2008,0.0,1,""
fts,CRI,FY010,2009,0.0,1,""
fts,CRI,FY020,2009,0.0,1,""
fts,CRI,FY040,2009,0.0,1,""
fts,CRI,FA010,2009,0.0,1,""
fts,CRI,FA140,2009,0.0,1,""
fts,CRI,FY010,2010,0.0,1,""
fts,CRI,FY020,2010,0.0,1,""
fts,CRI,FY040,2010,0.0,1,""
fts,CRI,FA010,2010,0.0,1,""
fts,CRI,FA140,2010,0.0,1,""
fts,CRI,FY010,2011,0.0,1,""
fts,CRI,FY020,2011,0.0,1,""
fts,CRI,FY040,2011,0.0,1,""
fts,CRI,FA010,2011,0.0,1,""
fts,CRI,FA140,2011,0.0,1,""
fts,CRI,FY010,2012,0.0,1,""
fts,CRI,FY020,2012,0.0,1,""
fts,CRI,FY040,2012,0.0,1,""
fts,CRI,FA010,2012,0.0,1,""
fts,CRI,FA140,2012,0.0,1,""
fts,CRI,FY010,2013,0.0,1,""
fts,CRI,FY020,2013,0.0,1,""
fts,CRI,FY040,2013,0.0,1,""
fts,CRI,FA010,2013,0.0,1,""
fts,CRI,FA140,2013,0.0,1,""
fts,CRI,FY010,2014,0.0,1,""
fts,CRI,FY020,2014,0.0,1,""
fts,CRI,FY040,2014,0.0,1,""
fts,CRI,FA010,2014,0.0,1,""
fts,CRI,FA140,2014,0.0,1,""
fts,CRI,FY010,2015,0.0,1,""
fts,CRI,FY020,2015,0.0,1,""
fts,CRI,FY040,2015,0.0,1,""
fts,CRI,FA010,2015,0.0,1,""
fts,CRI,FA140,2015,0.0,1,""
fts,CRI,FY190,1999,0.0,1,""
fts,CRI,FY200,1999,0.0,1,""
fts,CRI,FY210,1999,0.0,1,""
fts,CRI,FY190,2000,0.0,1,""
fts,CRI,FY200,2000,0.0,1,""
fts,CRI,FY210,2000,0.0,1,""
fts,CRI,FY190,2001,0.0,1,""
fts,CRI,FY200,2001,0.0,1,""
fts,CRI,FY210,2001,0.0,1,""
fts,CRI,FY190,2002,0.0,1,""
fts,CRI,FY200,2002,0.0,1,""
fts,CRI,FY210,2002,0.0,1,""
fts,CRI,FY190,2003,0.0,1,""
fts,CRI,FY200,2003,0.0,1,""
fts,CRI,FY210,2003,0.0,1,""
fts,CRI,FY190,2004,0.0,1,""
fts,CRI,FY200,2004,0.0,1,""
fts,CRI,FY210,2004,0.0,1,""
fts,CRI,FY190,2005,0.0,1,""
fts,CRI,FY200,2005,0.0,1,""
fts,CRI,FY210,2005,0.0,1,""
fts,CRI,FY190,2006,0.0,1,""
fts,CRI,FY200,2006,0.0,1,""
fts,CRI,FY210,2006,0.0,1,""
fts,CRI,FY190,2007,0.0,1,""
fts,CRI,FY200,2007,0.0,1,""
fts,CRI,FY210,2007,0.0,1,""
fts,CRI,FY190,2008,0.0,1,""
fts,CRI,FY200,2008,0.0,1,""
fts,CRI,FY210,2008,0.0,1,""
fts,CRI,FY190,2009,0.0,1,""
fts,CRI,FY200,2009,0.0,1,""
fts,CRI,FY210,2009,0.0,1,""
fts,CRI,FY190,2010,0.0,1,""
fts,CRI,FY200,2010,0.0,1,""
fts,CRI,FY210,2010,0.0,1,""
fts,CRI,FY190,2011,0.0,1,""
fts,CRI,FY200,2011,0.0,1,""
fts,CRI,FY210,2011,0.0,1,""
fts,CRI,FY190,2012,0.0,1,""
fts,CRI,FY200,2012,0.0,1,""
fts,CRI,FY210,2012,0.0,1,""
fts,CRI,FY190,2013,0.0,1,""
fts,CRI,FY200,2013,0.0,1,""
fts,CRI,FY210,2013,0.0,1,""
fts,CRI,FY190,2014,0.0,1,""
fts,CRI,FY200,2014,0.0,1,""
fts,CRI,FY210,2014,0.0,1,""
fts,CRI,FY190,2015,0.0,1,""
fts,CRI,FY200,2015,0.0,1,""
fts,CRI,FY210,2015,0.0,1,""
fts,CRI,FY240,1999,0.0,1,""
fts,CRI,FY360,1999,0.0,1,""
fts,CRI,FY370,1999,0.0,1,""
fts,CRI,FY380,1999,0.0,1,""
fts,CRI,FY500,1999,0.0,1,""
fts,CRI,FY510,1999,0.0,1,""
fts,CRI,FY520,1999,0.0,1,""
fts,CRI,FY540,1999,0.0,1,""
fts,CRI,FY550,1999,0.0,1,""
fts,CRI,FY620,1999,0.0,1,""
fts,CRI,FY630,1999,0.0,1,""
fts,CRI,FY240,2000,0.0,1,""
fts,CRI,FY360,2000,0.0,1,""
fts,CRI,FY370,2000,0.0,1,""
fts,CRI,FY380,2000,0.0,1,""
fts,CRI,FY500,2000,0.0,1,""
fts,CRI,FY510,2000,0.0,1,""
fts,CRI,FY520,2000,0.0,1,""
fts,CRI,FY540,2000,0.0,1,""
fts,CRI,FY550,2000,0.0,1,""
fts,CRI,FY620,2000,0.0,1,""
fts,CRI,FY630,2000,0.0,1,""
fts,CRI,FY240,2001,0.0,1,""
fts,CRI,FY360,2001,0.0,1,""
